PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
28232939,2314-6141,2017,BioMed research international,Biomed Res Int,United States,,,,Comparison of Treatment Outcomes of Surgical Repair in Inguinal Hernia with Classic versus Preperitoneal Methods on Reduction of Postoperative Complications.,Iran,,-,-,,,"(Hematoma/etiology), (Chronic Pain/etiology), Wound Healing, (Hernia, Inguinal/complications/surgery), (Postoperative Complications/etiology/prevention & control), Humans, Recurrence, (Peritoneum/pathology), Female, Treatment Outcome, Male",3,0,0.00,No,No
28217649,2277-9175,2017,Advanced biomedical research,Adv Biomed Res,India,,,,Effects of the Schema Therapy and Mindfulness on the Maladaptive Schemas Hold by the Psoriasis Patients with the Psychopathology Symptoms.,Iran,,-,"psoriasis, General public health, mindfulness, maladaptive schemas",,,-,4,0,0.00,No,No
28217638,2277-9175,2016,Advanced biomedical research,Adv Biomed Res,India,,,,Ultrasound guided platelet-rich plasma injection for the treatment of rotator cuff tendinopathy.,Iran,,-,"tendinopathy, platelet-rich plasma, Constant shoulder score, rotator cuff",,,-,5,0,0.00,No,No
28213292,1879-1379,2017,Journal of psychiatric research,J Psychiatr Res,England,4.183,4.075,4.461,Improving therapeutic outcomes in autism spectrum disorders: Enhancing social communication and sensory processing through the use of interactive robots.,United States,6,-,"Cross-modal, Communication, Socially assistive robot (SAR), Speech, Social robot, Multisensory",Psychiatry,Psychiatry,"Outcome Assessment (Health Care), Communication, Robotics, Humans, Interpersonal Relations, (Autism Spectrum Disorder/physiopathology/psychology/therapy)",3,0,0.00,No,No
28212408,1932-6203,2017,PloS one,PLoS ONE,United States,2.806,2.614,3.394,"Prevalence and associated comorbidities of restless legs syndrome (RLS): Data from a large population-based door-to-door survey on 19176 adults in Tehran, Iran.","(Canada, Iran, Sweden)",0,-,-,Science & Technology - Other Topics,Multidisciplinary Sciences,"(Iran/epidemiology), Male, Multivariate Analysis, Comorbidity, Middle Aged, Socioeconomic Factors, Humans, (Restless Legs Syndrome/epidemiology), Female, Health Surveys, Aged",7,0,0.00,No,No
28210596,1016-1430,2016,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Regional disparity in hygienic behaviors of Iranian children and adolescents: The CASPIAN-IV study.,Iran,,-,"Hand Washing, Tooth Brushing, Hygienic Behaviors, Iran, Children and Adolescents",,,-,10,0,0.00,No,No
28210390,1941-2789,2016,The Journal of clinical and aesthetic dermatology,J Clin Aesthet Dermatol,United States,,,,A Case of Lichen Planus Pigmentosus with Facial Dyspigmentation Responsive to Combination Therapy with Chemical Peels and Topical Retinoids.,United States,,-,-,,,-,4,0,0.00,No,No
28210277,1735-0344,2016,Tanaffos,Tanaffos,Iran,,,,Anthropometric Indicators Associated with Dyspnea and Spirometric Parameters in Patients with Chronic Obstructive Pulmonary Disease.,Iran,,-,"Chronic obstructive pulmonary disease, Anthropometry, Forced expiratory volume in one second (FEV1), Dyspnea",,,-,3,0,0.00,No,No
28203083,1176-6328,2017,Neuropsychiatric disease and treatment,Neuropsychiatr Dis Treat,New Zealand,2.198,2.035,2.271,"Sexual dimorphism in Parkinson's disease: differences in clinical manifestations, quality of life and psychosocial functioning between males and females.",,1,-,"quality of life, Parkinson’s disease, psychosocial functioning, female, male, sexual dimorphism",Neurosciences & Neurology; Psychiatry,Clinical Neurology; Psychiatry,-,6,0,0.00,No,No
28171736,1552-3365,2017,The American journal of sports medicine,Am J Sports Med,United States,5.673,4.818,6.255,Epidemiological Patterns of Initial and Subsequent Injuries in Collegiate Football Athletes.,United States,0,-,"epidemiology, collegiate athletics, recurrent injury, subsequent injury, football (American)",Orthopedics; Sport Sciences,Orthopedics; Sport Sciences,"Universities, Young Adult, (United States/epidemiology), Adolescent, Students, Incidence, Humans, (Football/injuries/statistics & numerical data), (Brain Concussion/epidemiology/etiology), Adult, (Athletes/statistics & numerical data), Male, Risk Factors",6,0,0.00,No,No
28168520,1279-8517,2017,Surgical and radiologic anatomy : SRA,Surg Radiol Anat,Germany,,,,Creating vascular models by postprocessing computed tomography angiography images: a guide for anatomical education.,Turkey,,-,"Anatomical models, Preoperative planning, Three-dimentional printed model, Undergraduate education, Intraoperative guidance, Post-graduate education, Medical education, Anatomic variation, Computed tomography angiography",,,-,5,0,0.00,No,No
28165932,1087-2981,2016,Medical education online,Med Educ Online,United States,1.096,1.052,1.531,Examining rater and occasion influences in observational assessments obtained from within the clinical environment.,United States,2,-,"clinical ratings, clinical skills, generalizability theory",Education & Educational Research,Education & Educational Research,"(Educational Measurement/standards), Clinical Competence, Humans, Observer Variation, (Clinical Clerkship/standards), (Emergency Medicine/education), Reproducibility of Results",4,0,0.00,No,No
28125754,2168-6173,2017,JAMA ophthalmology,JAMA Ophthalmol,United States,5.625,5.237,5.425,Agreement of Ocular Symptom Reporting Between Patient-Reported Outcomes and Medical Records.,United States,4,"( NCATS NIH HHS / United States ) , ( NEI NIH HHS / United States )",-,Ophthalmology,Ophthalmology,"(Vision, Ocular/physiology), Male, Patient Reported Outcome Measures, Electronic Health Records, Surveys and Questionnaires, Adolescent, Quality Assurance, Health Care, Middle Aged, Humans, Self Report, Aged, 80 and over, Adult, Female, (Eye Diseases/diagnosis), ROC Curve, Aged, Young Adult, Self Disclosure",6,0,0.00,No,No
28107154,2376-6980,2017,AMA journal of ethics,AMA J Ethics,United States,,,,Taking Up the Mantle of Human Trafficking Education: Who Should Be Responsible?,United States,,-,-,,,"Physicians, Health Services, Social Responsibility, Clinical Competence, Curriculum, Humans, Delivery of Health Care, (Psychological Trauma/therapy), (Human Rights/education), Schools, Medical, Referral and Consultation, Crime Victims, Female, Policy, Human Trafficking",3,0,0.00,No,No
28050702,1438-8359,2017,Journal of anesthesia,J Anesth,Japan,1.399,1.278,1.393,Selective induction of IL-1β after a brief isoflurane anesthetic in children undergoing MRI examination.,United States,1,-,"Neuroinflammation, Isoflurane, Pediatric anesthesia, Anesthesia-induced developmental neurotoxicity (AIDN)",Anesthesiology,Anesthesiology,"Single-Blind Method, Infant, (Anesthetics, Inhalation/administration & dosage/pharmacology), (Interleukin-1beta/metabolism), (Interleukin-6/blood), (Inflammation/pathology), Humans, (Cytokines/blood), (Isoflurane/administration & dosage/pharmacology), (Methyl Ethers/administration & dosage), (Anesthesia, General/methods), (Magnetic Resonance Imaging/methods), (Tumor Necrosis Factor-alpha/blood), Female, Child, Male, Prospective Studies, Child, Preschool",7,0,0.00,No,No
28028514,2277-9175,2016,Advanced biomedical research,Adv Biomed Res,India,,,,The effect of melatonin on endothelial dysfunction in patient undergoing coronary artery bypass grafting surgery.,Iran,,-,"intercellular adhesion molecule, melatonin, Computer-aided design, vascular cell adhesion molecule, endothelial dysfunction",,,-,5,0,0.00,No,No
28002986,1476-4954,2018,"The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",J. Matern. Fetal. Neonatal. Med.,England,1.826,1.504,1.731,Evaluating the effects of copper supplement during pregnancy on premature rupture of membranes and pregnancy outcome.,Iran,1,-,"Pregnancy, rupture of membrane, pregnancy outcome, copper supplementation",Obstetrics & Gynecology,Obstetrics & Gynecology,-,5,0,0.00,No,No
27998160,1735-3947,2016,Archives of Iranian medicine,Arch Iran Med,Iran,1.200,1.056,1.312,Risk factors of Multiple sclerosis and their Relation with Disease Severity: A Cross-sectional Study from Iran.,Iran,1,-,-,General & Internal Medicine,"Medicine, General & Internal","(Iran/epidemiology), Young Adult, Multivariate Analysis, Severity of Illness Index, Humans, Risk Factors, Disease Progression, Age of Onset, Sex Factors, Odds Ratio, (Multiple Sclerosis/epidemiology/physiopathology), (Smoking/epidemiology), Educational Status, Cross-Sectional Studies, Female, Middle Aged, Male, (Marital Status/statistics & numerical data), (Occupations/statistics & numerical data), Adult",12,0,0.00,No,No
27995107,2277-9175,2016,Advanced biomedical research,Adv Biomed Res,India,,,,Evaluating the effectiveness of adding magnesium chloride to conventional protocol of citrate alkali therapy on kidney stone size.,Iran,,-,"Magnesium chloride, potassium citrate, urolithiasis",,,-,4,0,0.00,No,No
27974167,1097-6833,2017,The Journal of pediatrics,J. Pediatr.,United States,3.874,3.652,4.216,Lower Basal Insulin Dose is Associated with Better Control in Type 1 Diabetes.,"(Israel, United States)",1,-,"HbA1c, therapy, carbohydrate counting",Pediatrics,Pediatrics,"(Diabetes Mellitus, Type 1/drug therapy), Young Adult, (Blood Glucose/analysis/drug effects), Adolescent, Drug Administration Schedule, Humans, Retrospective Studies, (Glycated Hemoglobin A/analysis/drug effects), Adult, Female, Child, (Insulin/administration & dosage), Male, Child, Preschool, Insulin Infusion Systems",4,0,0.00,No,No
27965217,1527-330X,2017,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,"Nonsurgical Facial Rejuvenation Procedures in Patients Under 50 Prior to Undergoing Facelift: Habits, Costs, and Results.",United States,5,-,-,Surgery,Surgery,"(Dermal Fillers/administration & dosage/economics), Motivation, Surveys and Questionnaires, Patient Satisfaction, (Rejuvenation/psychology), Health Services Needs and Demand, Middle Aged, Humans, Skin Aging, (Botulinum Toxins, Type A/administration & dosage/economics), Retrospective Studies, Injections, Subcutaneous, Habits, (Laser Therapy/economics/psychology), Adult, Female, (Rhytidoplasty/methods/psychology), Treatment Outcome, Follow-Up Studies, (Face/physiology)",3,0,0.00,No,No
27896846,1365-2923,2017,Medical education,Med Educ,England,4.005,3.292,4.565,International study of medical school learning environments and their relationship with student well-being and empathy.,United States,3,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Israel, Empathy, Surveys and Questionnaires, Learning, (Students, Medical/psychology), (Schools, Medical/organization & administration/standards), (Quality of Life/psychology), Cross-Sectional Studies, Humans, Malaysia, China, Education, Medical, Undergraduate, Female, Social Environment, Male, Adult",5,0,0.00,No,No
27864495,0029-2559,2016,North Carolina medical journal,N C Med J,United States,,,,Urinary Incontinence in Women.,United States,,-,-,,,-,2,0,0.00,No,No
27627632,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,The Residency Application Process: Pursuing Improved Outcomes Through Better Understanding of the Issues.,United States,9,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","United States, (Internship and Residency/organization & administration), (Schools, Medical/organization & administration), Humans, School Admission Criteria",3,0,0.00,No,No
27119333,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,A Hybrid Interview Model for Medical School Interviews: Combining Traditional and Multisampling Formats.,United States,0,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Schools, Medical, (Interviews as Topic/methods), School Admission Criteria, Education, Medical, Undergraduate, Michigan",5,0,0.00,No,No
27342635,1879-1883,2016,American journal of surgery,Am. J. Surg.,United States,2.612,2.472,2.823,Teaching across the continuum: variations in rankings and valued teaching components between surgery residents and medical students.,United States,0,-,"Resident, Teaching, Medical student, Assessment, Faculty",Surgery,Surgery,"(Students, Medical/statistics & numerical data), Feedback, Surveys and Questionnaires, (Education, Medical, Undergraduate/methods), Humans, Curriculum, (General Surgery/education), (Education, Medical, Graduate/methods), Adult, Female, Personal Satisfaction, Teaching, Educational Measurement, Male, (Faculty, Medical/organization & administration)",5,0,0.00,No,No
26190776,1542-2224,2016,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Lyme Disease Manifestations in the Foot and Ankle: A Retrospective Case Series.,United States,1,-,"Borrelia, arthritis, spirochete, lower extremity, infection",Orthopedics; Surgery,Orthopedics; Surgery,"(Foot Joints/microbiology), Male, (Lyme Disease/complications/diagnosis/therapy), Adolescent, Middle Aged, Humans, Young Adult, Adult, Female, Child, (Joint Diseases/microbiology), Retrospective Studies",7,0,0.00,No,No
27768565,1552-5775,2016,The Permanente journal,Perm J,United States,,,,Accreditation Council for Graduate Medical Education Core Competencies at a Community Teaching Hospital: Is There a Gap in Awareness?,,,-,-,,,"Education, Medical, Graduate, Physicians, Program Development, Hospitals, Teaching, Surveys and Questionnaires, Accreditation, Clinical Competence, Curriculum, Humans, Health Knowledge, Attitudes, Practice, Hospitals, Community, Internship and Residency, Faculty, Medical, Awareness",3,0,0.00,No,No
27656600,2277-9175,2016,Advanced biomedical research,Adv Biomed Res,India,,,,Inflammation and endothelium response in epileptic patients: A case-control study.,Iran,,-,"epileptic, Inflammation, Endothelium",,,-,5,0,0.00,No,No
27650687,1440-1614,2016,The Australian and New Zealand journal of psychiatry,Aust N Z J Psychiatry,England,4.036,3.557,3.820,Royal Australian and New Zealand College of Psychiatrists clinical practice guideline for the management of deliberate self-harm.,Australia,23,-,"deliberate self-harm, management, Guidelines, treatment",Psychiatry,Psychiatry,"Australia, Disease Management, (Psychiatry/standards), Humans, (Practice Guidelines as Topic/standards), New Zealand, (Societies, Medical/standards), (Self-Injurious Behavior/therapy)",16,0,0.00,No,No
27579960,1945-2810,2016,The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses,J Neurosci Nurs,United States,0.642,0.623,0.931,Impaired Work Productivity After Aneurysmal Subarachnoid Hemorrhage.,United States,0,( NINR NIH HHS / United States ),-,Neurosciences & Neurology; Nursing,Clinical Neurology; Nursing,"Executive Function, Male, Quality of Life, Psychomotor Performance, Prospective Studies, Longitudinal Studies, Middle Aged, (Neuropsychological Tests/standards), Humans, (Employment/psychology/standards), (Intracranial Aneurysm/complications), Surveys and Questionnaires, Adult, Female, Memory, (Cognition Disorders/etiology/psychology), Aged, Subarachnoid Hemorrhage",6,0,0.00,No,No
27563637,2277-9175,2016,Advanced biomedical research,Adv Biomed Res,India,,,,Leptin serves as angiogenic/mitogenic factor in melanoma tumor growth.,Iran,,-,"Ki-67, Angiogenesis, vascular endothelial growth factor, melanoma, leptin",,,-,4,0,0.00,No,No
27550560,2376-6980,2016,AMA journal of ethics,AMA J Ethics,United States,,,,Is Consent to Autopsy Necessary? Cartesian Dualism in Medicine and Its Limitations.,,,-,-,,,"Death, Attitude to Death, Family, (Informed Consent/ethics), Humans, Adult, Female, Ethics, Medical, (Autopsy/ethics)",2,0,0.00,No,No
27544387,1573-1677,2017,Advances in health sciences education : theory and practice,Adv Health Sci Educ Theory Pract,Netherlands,1.852,1.742,2.564,Hidden item variance in multiple mini-interview scores.,United States,0,-,"Multiple mini-interview (MMI), Estimated variance components, Generalizability (G) theory, medical school admissions, Monte Carlo simulation",Education & Educational Research; Health Care Sciences & Services,"Education & Educational Research; Education, Scientific Disciplines; Health Care Sciences & Services","Communication, Humans, (Interviews as Topic/methods/standards), (Schools, Medical/standards), Monte Carlo Method, Reproducibility of Results, School Admission Criteria",4,0,0.00,No,No
27532867,1938-808X,2017,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Fostering the Development of Master Adaptive Learners: A Conceptual Model to Guide Skill Acquisition in Medical Education.,United States,6,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Curriculum/trends), (Competency-Based Education/methods/trends), Clinical Competence, Humans, United States, Learning, (Education, Medical/methods/trends)",9,0,0.00,No,No
27504309,2249-782X,2016,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Red Lentil Extract: Neuroprotective Effects on Perphenazine Induced Catatonia in Rats.,Iran,1,-,"Parkinsonian Disorders, Leguminoseae, Antioxidants, Muscle Rigidity",General & Internal Medicine,"Medicine, General & Internal",-,6,0,0.00,No,No
27504272,2249-782X,2016,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Unusual Origin of a Double Upper Subscapular Nerve from the Suprascapular Nerve and the Posterior Division of the Upper Trunk of the Brachial Plexus: A Case Report.,Greece,0,-,"Duplication, Abnormal origin, Anatomic variation",General & Internal Medicine,"Medicine, General & Internal",-,5,0,0.00,No,No
27500280,2385-5290,2016,Advances in rare diseases,Adv Rare Dis,Spain,,,,Adenosine kinase deficiency with neurodevelopemental delay and recurrent hepatic dysfunction: A case report.,Iran,,( Intramural NIH HHS / United States ),-,,,-,8,0,0.00,No,No
27489563,1747-0862,2016,Journal of molecular and genetic medicine : an international journal of biomedical research,J Mol Genet Med,England,,,,An ,Iran,,( Intramural NIH HHS / United States ),"ABCD1, Mutation, X-linked, Adrenoleukodystrophy",,,-,6,0,0.00,No,No
27437263,2249-782X,2016,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Self-Medication with Antibiotics among People Dwelling in Rural Areas of Sindh.,Pakistan,1,-,"Antibiotic resistance, Self-medication, Antibiotics, Rural dwellers, Adverse effects",General & Internal Medicine,"Medicine, General & Internal",-,8,0,0.00,No,No
27351545,1590-3478,2016,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Neurol. Sci.,Italy,1.749,1.687,1.580,Prevalence of multiple sclerosis in Iranian emigrants: review of the evidence.,Iran,2,-,"Epidemiology, Multiple sclerosis, Risk, Immigrant",Neurosciences & Neurology,Clinical Neurology; Neurosciences,"(London/ethnology), Prevalence, (Sweden/ethnology), Humans, (India/ethnology), (British Columbia/ethnology), (Norway/ethnology), (Multiple Sclerosis/ethnology), (Emigrants and Immigrants/statistics & numerical data), (Iran/ethnology)",8,0,0.00,No,No
27332870,1938-808X,2017,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,The Electronic Health Record Objective Structured Clinical Examination: Assessing Student Competency in Patient Interactions While Using the Electronic Health Record.,United States,4,( NCI NIH HHS / United States ),-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Electronic Health Records, Physician-Patient Relations, (Students, Medical/psychology), Communication, (Teaching/standards), Curriculum, Humans, (Clinical Competence/standards), (Education, Medical/standards), United States, (Practice Guidelines as Topic/standards), (Physical Examination/psychology), Adult, Female, Attitude of Health Personnel, Male, Interprofessional Relations",8,0,0.00,No,No
27326362,2008-384X,2016,Iranian journal of neurology,Iran J Neurol,Iran,,,,Association between Ala379Val polymorphism of lipoprotein-associated phospholipase A2 and migraine without aura in Iranian population.,Iran,,-,"Migraine, Gene Polymorphism, Lp-PLA2, Questionnaires‎, Headache",,,-,11,0,0.00,No,No
27322994,2376-6980,2016,AMA journal of ethics,AMA J Ethics,United States,,,,Healing Medicine's Future: Prioritizing Physician Trainee Mental Health.,United States,,( NIMH NIH HHS / United States ),-,,,"Education, Medical, (Students, Medical/psychology), Social Responsibility, Humans, (Burnout, Professional/etiology/prevention & control), (Depression/etiology/prevention & control), (Physicians/psychology), Internship and Residency, (Schools, Medical/ethics)",2,0,0.00,No,No
27284679,1475-990X,2016,"Education for primary care : an official publication of the Association of Course Organisers, National Association of GP Tutors, World Organisation of Family Doctors",Educ Prim Care,England,,,,Flexible but boring: medical students' perceptions of a career in general practice.,Australia,,-,"work-life balance, Flexibility, prestige, procedures, income",,,"Male, Australia, Surveys and Questionnaires, (Students, Medical/psychology), Adolescent, Humans, (General Practitioners/economics), Career Choice, Adult, Female, Middle Aged, Attitude of Health Personnel, General Practice, Work-Life Balance",2,0,0.00,No,No
27258588,1933-0715,2016,Journal of neurosurgery. Pediatrics,J Neurosurg Pediatr,United States,2.170,1.733,2.100,Variation in seizure prophylaxis in severe pediatric traumatic brain injury.,United States,5,-,"seizures, ISS = Injury Severity Score, PICU = pediatric ICU, OR = operating room, ED = emergency department, AIS = Abbreviated Injury Scale, epilepsy, EEG = encephalography, PEGASUS = Pediatric Guideline Adherence and Outcomes, antiepileptic medications, trauma, traumatic brain injury, TBI = traumatic brain injury, ICU = intensive care unit, pediatrics",Neurosciences & Neurology; Pediatrics; Surgery,Clinical Neurology; Pediatrics; Surgery,"(Brain Injuries, Traumatic/diagnostic imaging/drug therapy/physiopathology), Age Factors, Female, Electroencephalography, Glasgow Coma Scale, Time Factors, Humans, United States, (Brain/diagnostic imaging/drug effects/physiopathology), Trauma Centers, (Anticonvulsants/therapeutic use), Child, Guidelines as Topic, Male, (Seizures/prevention & control), Retrospective Studies, (Phenytoin/analogs & derivatives/therapeutic use)",14,0,0.00,No,No
27252108,1940-8250,2016,Critical care nurse,Crit Care Nurse,United States,1.608,1.455,2.149,Solid-Organ Graft-Versus-Host Disease After Liver Transplant: A Case Report.,United States,0,-,-,General & Internal Medicine; Nursing,Critical Care Medicine; Nursing,"(Liver Failure/diagnosis/surgery), Rare Diseases, Male, Risk Assessment, (Liver Transplantation/adverse effects/methods), Disease Progression, Humans, Fatal Outcome, Aged, (Graft vs Host Disease/diagnosis/therapy)",2,0,0.00,No,No
27218060,2251-7464,2016,Trauma monthly,Trauma Mon,Iran,,,,Serum 25-Hydroxyvitamin D Levels in Pediatric Burn Patients.,Iran,0,-,"Burn, Serum 25-Hydroxyvitamin D, Pediatric",Emergency Medicine,Emergency Medicine,-,6,0,0.00,No,No
27218039,2251-7464,2016,Trauma monthly,Trauma Mon,Iran,,,,External Fixation vs. Skeletal Traction for Treatment of Intertrochanteric Fractures in the Elderly.,Iran,0,-,"Traction, External Fixators, Hip Fractures",Emergency Medicine,Emergency Medicine,-,5,0,0.00,No,No
27195088,2008-2010,2016,Journal of ophthalmic & vision research,J Ophthalmic Vis Res,Iran,,,,Half-dose Photodynamic Therapy for Chronic Central Serous Chorioretinopathy.,Iran,,-,"Optical Coherence Tomography, Photodynamic Therapy, Central Serous Chorioretinopathy",,,-,6,0,0.00,No,No
27190837,2249-782X,2016,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Impact of Mode of Curriculum on Knowledge and Attitudes of Medical Students towards Health Research.,Pakistan,1,-,"Lecture based learning, Medical education system, Problem based learning, Research output",General & Internal Medicine,"Medicine, General & Internal",-,8,0,0.00,No,No
27186151,1179-7258,2016,Advances in medical education and practice,Adv Med Educ Pract,New Zealand,,,,Development of a novel sports medicine rotation for emergency medicine residents.,United States,2,-,"musculoskeletal education, musculoskeletal medicine, orthopedics, medical education",General & Internal Medicine,"Medicine, General & Internal",-,12,0,0.00,No,No
27127573,1735-1065,2016,Iranian journal of radiology : a quarterly journal published by the Iranian Radiological Society,Iran J Radiol,Iran,0.554,0.530,0.625,Nodular Fasciitis of the Breast.,Iran,0,-,"Pathology, Nodular Fasciitis, Ultrasonography","Radiology, Nuclear Medicine & Medical Imaging","Radiology, Nuclear Medicine & Medical Imaging",-,5,0,0.00,No,No
27049544,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,The Two-Stage Examination: A Method to Assess Individual Competence and Collaborative Problem Solving in Medical Students.,United States,5,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services",-,5,0,0.00,No,No
27047750,2211-5463,2016,FEBS open bio,FEBS Open Bio,England,2.143,2.121,2.066,Experimentally optimized threading structures of the proton-coupled folate transporter.,United States,7,-,"substituted cysteine accessibility method, proton‐coupled folate transporter, structural model, anticancer drug, membrane protein",Biochemistry & Molecular Biology,Biochemistry & Molecular Biology,-,4,0,0.00,No,No
27002885,1938-808X,2015,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Course Offerings in the Fourth Year of Medical School: How U.S. Medical Schools Are Preparing Students for Internship.,"(India, United States)",6,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Education, Medical, Undergraduate/methods), Clinical Competence, (Clinical Clerkship/methods), Curriculum, Humans, United States, Schools, Medical, Internship and Residency",14,0,0.00,No,No
26994616,1590-3478,2016,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Neurol. Sci.,Italy,1.749,1.687,1.580,Effects of prolonged fasting on fatigue and quality of life in patients with multiple sclerosis.,Iran,4,-,"Quality of life, Fasting, Multiple sclerosis, Fatigue, Islam",Neurosciences & Neurology,Clinical Neurology; Neurosciences,"Disability Evaluation, Case-Control Studies, Iran, Surveys and Questionnaires, Prospective Studies, Fasting, Middle Aged, Humans, Severity of Illness Index, Young Adult, Adult, Female, (Quality of Life/psychology), Male, (Fatigue/etiology), (Multiple Sclerosis/complications/psychology)",6,0,0.00,No,No
26987324,0065-2598,2016,Advances in experimental medicine and biology,Adv. Exp. Med. Biol.,United States,,,,Impact of Endobronchial Ultrasound Guided Transbronchial Needle Aspiration on Diagnostic Yield of Bronchoscopy in Patients with Mediastinal Lymph Node Enlargement.,Poland,,-,"Mediastinal lymph nodes, Bronchoscopy, Transbronchial needle aspiration, Lung tumor, Endobronchial ultrasound, Sarcoidosis",,,"(Lymphatic Diseases/diagnosis/diagnostic imaging), Male, Adolescent, (Lung Neoplasms/diagnosis/diagnostic imaging), Middle Aged, Humans, (Endoscopic Ultrasound-Guided Fine Needle Aspiration/methods), (Bronchoscopy/methods), Retrospective Studies, Prognosis, Aged, 80 and over, (Lymph Nodes/diagnostic imaging/pathology), Adult, Female, Neoplasm Staging, Aged, Young Adult, Follow-Up Studies, (Mediastinal Neoplasms/diagnosis/diagnostic imaging)",5,0,0.00,No,No
26983425,1432-0932,2016,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Eur Spine J,Germany,2.563,1.917,2.937,Treatment options and prognosis for repeatedly recurrent giant cell tumor of the spine.,China,1,-,"Recurrence, Prognosis, Repeatedly recurrent giant cell tumor of the spine (RRGCTS), Follow-up",Neurosciences & Neurology; Orthopedics,Clinical Neurology; Orthopedics,"Survival Analysis, Young Adult, Adolescent, Middle Aged, Humans, Prognosis, (Giant Cell Tumors/epidemiology/mortality/therapy), Adult, Female, (Spinal Neoplasms/epidemiology/mortality/therapy), Male, Retrospective Studies",11,0,0.00,No,No
26975959,1681-7168,2016,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Primary Hepatic Carcinoid Tumor with Poor Outcome.,Pakistan,0,-,-,General & Internal Medicine,"Medicine, General & Internal","Male, Middle Aged, Humans, Tomography, X-Ray Computed, (Carcinoid Tumor/diagnosis/diagnostic imaging), (Liver Neoplasms/diagnosis/diagnostic imaging)",7,0,0.00,No,No
26975952,1681-7168,2016,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Functional Outcome of Anorectal Malformations and Associated Anomalies in Era of Krickenbeck Classification.,Pakistan,1,-,-,General & Internal Medicine,"Medicine, General & Internal","Colostomy, Pakistan, (Fistula/surgery), (Reconstructive Surgical Procedures/methods), Retrospective Studies, Humans, Follow-Up Studies, (Anal Canal/abnormalities/surgery), Severity of Illness Index, (Anorectal Malformations/diagnosis/surgery), Female, (Abnormalities, Multiple/classification/surgery), Treatment Outcome, Male, (Rectum/abnormalities/surgery), Child, Preschool",4,0,0.00,No,No
