PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
28089129,1542-2224,2017,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Kinematic Magnetic Resonance Imaging of Peroneal Tendon Subluxation with Intraoperative Correlation.,United States,0,-,"kinematic MRI, surgery, peroneal tendon, retinaculum, subluxation",Orthopedics; Surgery,Orthopedics; Surgery,"Imaging, Three-Dimensional, Male, (Ankle Injuries/diagnostic imaging), (Tendon Injuries/diagnostic imaging), Humans, (Tenosynovitis/diagnostic imaging), Biomechanical Phenomena, Magnetic Resonance Imaging, Aged",5,1,20.00,No,No
28083455,2168-8184,2016,Cureus,Cureus,United States,,,,Multicenter Study of Pin Site Infections and Skin Complications Following Pinning of Pediatric Supracondylar Humerus Fractures.,United States,,-,"pediatric supracondylar humerus fracture, pin site infection",,,-,3,1,33.33,Yes,No
28083053,1682-024X,2016,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,Effective role of lady health workers in immunization of children in Pakistan.,Pakistan,0,-,"Immunization, Determinants, Lady health worker program",General & Internal Medicine,"Medicine, General & Internal",-,6,5,83.33,No,No
28080955,1552-5775,2017,The Permanente journal,Perm J,United States,,,,Leukocytoclastic Vasculitis Secondary to Pyridostigmine (Mestinon): Report of a Possible First Case.,New Zealand,,-,-,,,"(Vasculitis, Leukocytoclastic, Cutaneous/chemically induced/drug therapy), (Cholinesterase Inhibitors/adverse effects/therapeutic use), Humans, (Pyridostigmine Bromide/adverse effects/therapeutic use), Aged, 80 and over, (Loratadine/therapeutic use), Male, (Myasthenia Gravis/drug therapy)",3,1,33.33,Yes,No
28078133,2078-6891,2016,Journal of gastrointestinal oncology,J Gastrointest Oncol,China,,,,Successful hepatectomy for metastatic squamous cell carcinoma of the anal canal-a case report.,Brazil,1,-,"Squamous cell carcinoma, metastatic anal carcinoma",Oncology,Oncology,-,4,2,50.00,No,No
28078120,2078-6891,2016,Journal of gastrointestinal oncology,J Gastrointest Oncol,China,,,,"Disparities in receipt of radiotherapy and survival by age, sex, and race among patients with non-metastatic squamous cell carcinoma of the anus.",United States,1,-,"Anal cancer, radiotherapy (RT), survival, seer",Oncology,Oncology,-,2,1,50.00,Yes,No
28070467,2168-8184,2016,Cureus,Cureus,United States,,,,"Social Support and Resilience Among Patients with Burn Injury in Lahore, Pakistan.",,,-,"ego resiliency scale, pakistan, resilience, multidimensional scale of perceived social support, burns, social support",,,-,6,1,16.67,Yes,No
28070260,2008-5842,2016,Electronic physician,Electron Physician,Iran,,,,Relationship between Bone Density and Biochemical Markers of Bone among Two Groups Taking Carbamazepine and Sodium Valproate for Epilepsy in Comparison with Healthy Individuals in Yazd.,Iran,,-,"Sodium Valproate, Epilepsy, Bone Density, Carbamazepine",,,-,4,1,25.00,No,No
28065978,0030-9982,2017,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Spontaneous bilateral quadriceps rupture in a patient with ankylosing spondylitis: A case report.,Pakistan,0,-,"Stress test, Patellofemoral pain syndrome, Ankylosing spondylitis, Case report.",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental",-,3,1,33.33,Yes,No
28065946,0030-9982,2017,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,A retrospective study of clinico-pathological characteristics of colonic polyps in adults seen at a tertiary care centre.,Pakistan,0,-,"Colonic polyp, Colorectal cancer, Dysplasia.",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental",-,4,1,25.00,No,No
28060967,2327-2228,2017,Rhode Island medical journal (2013),R I Med J (2013),United States,,,,Medical students help bridge the gap in sexual health education among middle school youth.,,,-,"medical students, middle school, sexual health, sexually transmitted illnesses, teen pregnancy",,,"Sexual Behavior, Surveys and Questionnaires, Pregnancy in Adolescence, Adolescent, Students, Medical, (Sex Education/methods), Child, Humans, Health Knowledge, Attitudes, Practice, Rhode Island, Schools, (School Health Services/standards), Female, Faculty, Pregnancy, (Curriculum/standards), Male",6,4,66.67,Yes,No
28050434,2249-782X,2016,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Peritonitis Following Duodenal Ulcer Perforation in a Newborn: A Case Report.,Iran,0,-,"Abdominal distension, Peptic ulcer, Neonate",General & Internal Medicine,"Medicine, General & Internal",-,5,2,40.00,No,No
28049498,1757-7241,2017,"Scandinavian journal of trauma, resuscitation and emergency medicine",Scand J Trauma Resusc Emerg Med,England,2.036,1.827,2.718,Should we perform a FAST exam in haemodynamically stable patients presenting after blunt abdominal injury: a retrospective cohort study.,Netherlands,3,-,"Blunt abdominal injury, FAST, Focussed Assessment with Sonography for Trauma",Emergency Medicine,Emergency Medicine,"Point-of-Care Systems, (Wounds, Nonpenetrating/diagnostic imaging/mortality/therapy), Risk Assessment, Injury Severity Score, Humans, (Abdominal Injuries/diagnostic imaging/mortality/therapy), Prognosis, Adult, Female, Middle Aged, (Ultrasonography/methods), Male, Retrospective Studies, Decision Making",5,1,20.00,No,No
28043312,1681-7168,2016,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Ureteroscopy for Management of Ureteric Stones in Children - A Single Centre Experience.,Pakistan,1,-,-,General & Internal Medicine,"Medicine, General & Internal","(Ureteroscopy/methods), Operative Time, Adolescent, (Ureteral Calculi/surgery), Humans, Postoperative Care, Retrospective Studies, Female, Child, Treatment Outcome, Male, Child, Preschool",7,4,57.14,No,No
28041949,1542-2224,2017,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Comparison of Early Adverse Events After Operative Treatment of Bimalleolar and Trimalleolar Fractures Versus Pilon Fractures.,Lebanon,1,-,"malleolus, plafond fracture, ankle fracture, postoperative outcome, morbidity, mortality",Orthopedics; Surgery,Orthopedics; Surgery,"Operative Time, Postoperative Complications, Middle Aged, Cohort Studies, (Smoking/epidemiology), Humans, (Ankle Fractures/classification/epidemiology/surgery), Retrospective Studies, Databases, Factual, Sex Distribution, Aged, 80 and over, Length of Stay, Adult, (United States/epidemiology), Aged, Age Distribution, Body Mass Index",6,1,16.67,No,No
29676992,1910-622X,2017,"Nursing leadership (Toronto, Ont.)",Nurs Leadersh (Tor Ont),Canada,,,,Comparison of Access to Nurse Practitioners in Primary Healthcare across Three Team Structures.,,,-,-,,,-,5,1,20.00,Yes,No
29676988,1910-622X,2017,"Nursing leadership (Toronto, Ont.)",Nurs Leadersh (Tor Ont),Canada,,,,The Role of Nurse Practitioners in Long-Term Care Settings in Newfoundland and Labrador.,,,-,-,,,-,3,1,33.33,No,No
29545665,0256-4408,2017,Sudanese journal of paediatrics,Sudan J Paediatr,Sudan,,,,"The relationship between birth weight and congenital heart disease at Ahmed Gasim Cardiac Centre, Bahri, Sudan.",Sudan,,-,"Echocardiography, Birth weight, Ahmed Gasim Cardiac Centre, Congenital heart disease, Sudan.",,,-,3,1,33.33,Yes,No
28035197,1554-7914,2016,Gastroenterology & hepatology,Gastroenterol Hepatol (N Y),United States,,,,Evolving New Strategies for the Medical Management of Chronic Hepatitis B Virus Infection.,United States,,-,"endpoints, Hepatitis B virus, therapy, antivirals, experimental therapy",,,-,4,1,25.00,No,No
28031623,0973-1229,2016,Mens sana monographs,Mens Sana Monogr,India,,,,"Neural Implications of Psychotherapy, Pharmacotherapy, and Combined Treatment in Major Depressive Disorder.",United States,,-,"Efficacy, Combination, Major depressive disorder, Psycho-pharmaco-psychotherapy, Pharmacotherapy, Attention deficit hyperactivity, Psychotherapy, Depression",,,-,2,1,50.00,No,No
28030422,1938-808X,2017,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Factors Influencing Mini-CEX Rater Judgments and Their Practical Implications: A Systematic Literature Review.,Australia,0,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Judgment, (Internship and Residency/standards), Humans, (Clinical Competence/standards), (Education, Medical, Graduate/standards), (Educational Measurement/methods)",3,1,33.33,No,No
28019016,1365-2214,2017,"Child: care, health and development",Child Care Health Dev,England,1.445,1.383,2.068,Talking with young children about concussions: an exploratory study.,United States,0,-,"concussion, sport, parents, brain injury, children",Psychology; Pediatrics,"Psychology, Developmental; Pediatrics",-,5,1,20.00,No,No
28012843,1531-5053,2017,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Validation of a Novel Cognitive Simulator for Orbital Floor Reconstruction.,"(Israel, United States)",2,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","Surveys and Questionnaires, (Reconstructive Surgical Procedures/education), Clinical Competence, Humans, (Orbital Fractures/surgery), Cross-Sectional Studies, Female, Cognition, (Simulation Training/methods), Male, Middle Aged, (Education, Dental, Graduate/methods), Adult",3,1,33.33,No,No
28011972,1124-9390,2016,"Le infezioni in medicina : rivista periodica di eziologia, epidemiologia, diagnostica, clinica e terapia delle patologie infettive",Infez Med,Italy,,,,Four cases with Kawasaki disease and viral infection: aetiology or association.,Turkey,,-,-,,,"Infant, (Adenoviridae Infections/complications/virology), (Mucocutaneous Lymph Node Syndrome/complications/virology), Humans, Coinfection, (Coronavirus Infections/complications/virology), (Parainfluenza Virus 3, Human/isolation & purification), (Coronavirus/isolation & purification), Female, (Paramyxoviridae Infections/complications/virology), Male, Child, Preschool",9,2,22.22,No,No
28003942,2168-8184,2016,Cureus,Cureus,United States,,,,Clinical Usage and Economic Effectiveness of a Recently Developed Epidermal Autograft Harvesting System in 13 Chronic Wound Patients in a University-Based Wound Center.,United States,,-,"epidermal autograft, wound healing, lymphedema wound, chronic wound, epidermal blister, venous ulcer, diabetic ulcer",,,-,3,1,33.33,Yes,No
28003940,2168-8184,2016,Cureus,Cureus,United States,,,,Intraventricular Undifferentiated Pleomorphic Sarcoma: A Case Report.,,,-,"cranial spindle cell tumor, intraventricular mass, spindle cell tumor, undifferentiated pleomorphic sarcoma",,,-,7,1,14.29,No,No
27995108,2277-9175,2016,Advanced biomedical research,Adv Biomed Res,India,,,,"Operative management of acetabular fracture: A 10-year experience in Isfahan, Iran.",Iran,,-,"long-term outcome, heterotopic ossification, Acetabular surgery",,,-,3,1,33.33,No,No
27992023,1806-9282,2016,Revista da Associacao Medica Brasileira (1992),Rev Assoc Med Bras (1992),Brazil,0.931,0.909,1.166,"Educational strategies for the prevention of diabetes, hypertension, and obesity.",Brazil,2,-,-,General & Internal Medicine,"Medicine, General & Internal","Health Promotion, Health Behavior, (Diabetes Mellitus/prevention & control), Humans, (Hypertension/prevention & control), Patient Education as Topic, Life Style, Parents, (Obesity/prevention & control), Healthy Diet, Health Education, Exercise",9,8,88.89,No,No
27992012,1806-9282,2016,Revista da Associacao Medica Brasileira (1992),Rev Assoc Med Bras (1992),Brazil,0.931,0.909,1.166,Conduct protocol in emergency: Acute adrenal insufficiency.,Brazil,0,-,-,General & Internal Medicine,"Medicine, General & Internal","(Adrenal Insufficiency/diagnosis/physiopathology/therapy), Clinical Protocols, Humans, (Addison Disease/diagnosis/therapy), Diagnosis, Differential, (Hypotension/diagnosis/therapy), Acute Disease, (Emergency Medical Services/standards)",2,1,50.00,Yes,No
27981926,1681-7168,2016,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Stone-Free-Rate After Extracorporeal Shockwave Lithotripsy in the Management of Pediatric Renal Stones in Lower Pole and Other Locations - A Comparative Study.,Pakistan,0,-,-,General & Internal Medicine,"Medicine, General & Internal","Pakistan, (Urinary Calculi/therapy), Adolescent, (Lithotripsy/adverse effects/methods/statistics & numerical data), Humans, (Postoperative Complications/epidemiology), Female, Child, (Kidney Calculi/pathology/therapy), Treatment Outcome, (Risk Assessment/methods), Male, Child, Preschool, (Kidney Pelvis/pathology)",8,4,50.00,No,No
27935351,0966-0461,2016,British journal of nursing (Mark Allen Publishing),Br J Nurs,England,,,,"Childhood constipation: recognition, management and the role of the nurse.",United Kingdom,,-,"Idiopathic constipation, Nurse-led clinics, Laxatives, Children, Continence specialist nurse",,,"(Polyethylene Glycols/therapeutic use), Disease Management, Humans, (Laxatives/therapeutic use), Diet, (Constipation/diagnosis/nursing/therapy), Practice Patterns, Nurses', Child, Enema, Nurse's Role",4,1,25.00,Yes,No
27925045,1806-9282,2016,Revista da Associacao Medica Brasileira (1992),Rev Assoc Med Bras (1992),Brazil,0.931,0.909,1.166,Interest in research among medical students: Challenges for the undergraduate education.,Brazil,1,-,-,General & Internal Medicine,"Medicine, General & Internal","Brazil, (Education, Medical, Undergraduate/statistics & numerical data), Time Factors, Surveys and Questionnaires, (Biomedical Research/education/statistics & numerical data), Humans, Career Choice, (Schools, Medical/statistics & numerical data), Adult, Female, (Students, Medical/statistics & numerical data), Young Adult, Male, Cross-Sectional Studies",8,4,50.00,No,No
27920307,1544-5208,2016,Health affairs (Project Hope),Health Aff (Millwood),United States,4.980,4.523,5.626,Expanding Where Dental Therapists Can Practice Could Increase Americans' Access To Cost-Efficient Care.,United States,5,-,Oral Health Care,Health Care Sciences & Services,Health Care Sciences & Services; Health Policy & Services,"(Dental Care for Children/methods/organization & administration), (Dental Care/methods/organization & administration), (Education, Dental/methods), Healthcare Disparities, Humans, (Vulnerable Populations/statistics & numerical data), (Health Services Accessibility/organization & administration), United States, Child, Cost-Benefit Analysis, Quality of Health Care",3,1,33.33,No,No
27917074,1554-7914,2016,Gastroenterology & hepatology,Gastroenterol Hepatol (N Y),United States,,,,Medical Management of Metabolic Complications of Liver Transplant Recipients.,United States,,-,"medical management, metabolic complications, Liver transplant, long-term care",,,-,3,1,33.33,No,No
27916470,1531-5053,2017,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Is There Evidence for the Presence and Relevance of the PD-1/PD-L1 Pathway in Oral Squamous Cell Carcinoma? Hints From an Immunohistochemical Study.,"(Germany, United States)",1,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","(Carcinoma, Squamous Cell/chemistry/metabolism), Immunohistochemistry, Male, (B7-H1 Antigen/analysis/biosynthesis), Middle Aged, Cohort Studies, Signal Transduction, Humans, (Mouth Neoplasms/chemistry/metabolism), Female, (Programmed Cell Death 1 Receptor/analysis/biosynthesis), Aged, Retrospective Studies",7,1,14.29,No,No
27913412,1527-330X,2017,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,The Impact of a Plastic Surgeon's Gender on Patient Choice.,United States,1,-,-,Surgery,Surgery,"Male, Surveys and Questionnaires, Female, Adolescent, Clinical Competence, Surgeons, Humans, (Patient Preference/psychology/statistics & numerical data), Sex Factors, Young Adult, Aged, 80 and over, Adult, Choice Behavior, Middle Aged, (Reconstructive Surgical Procedures/psychology/statistics & numerical data), Aged, Prospective Studies",3,1,33.33,Yes,No
27904597,1735-1995,2016,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,J Res Med Sci,India,1.237,1.133,1.133,Where does magnetic resonance imaging stand in the diagnosis of knee injuries?,Iran,0,-,"knee injury, Cruciate ligaments, magnetic resonance imaging, diagnostic value",General & Internal Medicine,"Medicine, General & Internal",-,8,2,25.00,No,No
27904547,1735-1995,2016,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,J Res Med Sci,India,1.237,1.133,1.133,The effect of vitamin D administration on serum leptin and adiponectin levels in end-stage renal disease patients on hemodialysis with vitamin D deficiency: A placebo-controlled double-blind clinical trial.,Iran,1,-,"vitamin D deficiency, end-stage renal disease (ESRD), leptin, chronic kidney disease (CKD), Adiponectin",General & Internal Medicine,"Medicine, General & Internal",-,6,1,16.67,No,No
27902821,2168-6084,2016,JAMA dermatology,JAMA Dermatol,United States,5.817,5.476,6.152,Risk Factors for Basal Cell Carcinoma Among Patients With Basal Cell Nevus Syndrome: Development of a Basal Cell Nevus Syndrome Patient Registry.,United States,2,-,-,Dermatology,Dermatology,-,13,1,7.69,Yes,No
27900232,2168-8184,2016,Cureus,Cureus,United States,,,,Vanishing Pituitary Macroadenoma: A Case Report.,,,-,"adenoma, pituitary macroadenoma, spontaneous regression, suprasellar mass",,,-,5,1,20.00,No,No
27895374,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Pediatric laparoscopic surgery; initial experience from Pakistan; first 100 cases in single center.,Pakistan,,-," Laparoscopic paediatric surgery, Children, Minimally invasive. ",,,-,5,1,20.00,Yes,No
27895369,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Improvement in quality of lifesix months after primary total hip arthroplasty in a Pakistani population.,Pakistan,,-,"Hip Arthroplasty, Patient Satisfaction, Outcome Assessment, Quality of life.",,,-,4,2,50.00,No,No
27895343,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Cervical mediastinoscopy in the diagnosis of lymphadenopathy in South Asia.,Pakistan,,-,"Cervical mediastinoscopy, Lymphadenopathy, Inflammatory diseases, Malignant diseases. ",,,-,6,2,33.33,No,No
27892977,2168-6092,2017,JAMA facial plastic surgery,JAMA Facial Plast Surg,United States,2.703,1.966,2.649,Societal Value of Surgery for Facial Reanimation.,United States,0,( NIDCD NIH HHS / United States ),-,Surgery,Surgery,"Motivation, (Reconstructive Surgical Procedures/economics), Prospective Studies, Humans, Severity of Illness Index, Social Perception, Adult, Female, (Facial Paralysis/surgery), Male",9,2,22.22,Yes,No
27882038,1682-024X,2016,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,Alzheimer and vascular dementia in the elderly patients.,Pakistan,1,-,"Alzheimer’s disease, Vascular dementia, Dementia",General & Internal Medicine,"Medicine, General & Internal",-,6,1,16.67,No,No
27872712,2008-3866,2016,Iranian journal of basic medical sciences,Iran J Basic Med Sci,Iran,1.424,1.317,1.381,The effect of ,Iran,0,-,"Quercus Brantii, Burn wound healing, Gall extract",Research & Experimental Medicine; Pharmacology & Pharmacy,"Medicine, Research & Experimental; Pharmacology & Pharmacy",-,8,4,50.00,Yes,No
27863269,1557-8615,2017,Journal of critical care,J Crit Care,United States,2.648,2.543,2.707,"Mortality, length of stay, bloodstream and respiratory viral infections in a pediatric intensive care unit.",Hong Kong,2,-,"Asthma, Pediatric intensive care, Leukemia, Lymphoma, Respiratory virus, Bacterial coinfection",General & Internal Medicine,Critical Care Medicine,"Survival Analysis, Infant, Male, Logistic Models, Hospitalization, (Sepsis/complications/epidemiology/microbiology/mortality), Retrospective Studies, Critical Care, Humans, Child Health Services, (Hong Kong/epidemiology), Odds Ratio, (Respiratory Tract Infections/complications/epidemiology/microbiology/mortality), Length of Stay, Female, Child, Intensive Care Units, Pediatric, Child, Preschool, Risk Factors",13,6,46.15,No,No
27860049,1440-1797,2017,"Nephrology (Carlton, Vic.)",Nephrology (Carlton),Australia,1.563,1.457,2.002,Pimpinella anisum L. ethanolic extract ameliorates the gentamicin- induced nephrotoxicity in rats.,Iran,2,-,"Nephrotoxicity, Rat, Gentamicin, Pimpinella anisum L",Urology & Nephrology,Urology & Nephrology,"Phytotherapy, (Kidney/drug effects/metabolism/pathology), Male, (Antioxidants/isolation & purification/pharmacology), (Kidney Diseases/blood/chemically induced/pathology/prevention & control), (Ethanol/chemistry), (Pimpinella/chemistry), Rats, Sprague-Dawley, (Plant Extracts/isolation & purification/pharmacology), Kidney Function Tests, Plants, Medicinal, (Oxidative Stress/drug effects), Plant Components, Aerial, Rats, Wistar, (Biomarkers/blood), Disease Models, Animal, Animals, Gentamicins, (Solvents/chemistry)",8,1,12.50,No,No
27853727,2251-7200,2016,Journal of biomedical physics & engineering,J Biomed Phys Eng,Iran,,,,Effects of Low-Intensity Continuous Ultrasound on Hematological Parameters of Rats.,Iran,,-," Blood Cells ,  Continuous Wave , Low Intensity Ultrasound ,  Biological Effects,  Hematological Test ",,,-,6,1,16.67,No,No
27849232,1806-9282,2016,Revista da Associacao Medica Brasileira (1992),Rev Assoc Med Bras (1992),Brazil,0.931,0.909,1.166,Long-term evaluation of fecal continence and quality of life in patients operated for anorectal malformations.,Brazil,1,-,-,General & Internal Medicine,"Medicine, General & Internal","(Anorectal Malformations/complications/psychology/surgery), Case-Control Studies, Surveys and Questionnaires, Adolescent, (Quality of Life/psychology), Time Factors, Humans, Young Adult, Female, Child, (Fecal Incontinence/etiology/psychology/surgery), Male",4,1,25.00,No,No
27846030,1538-8654,2016,Advances in skin & wound care,Adv Skin Wound Care,United States,1.088,0.955,1.658,Efficacy of Monitoring Devices in Support of Prevention of Pressure Injuries: Systematic Review and Meta-analysis.,"(Canada, Germany, United States)",,-,-,,,"Humans, (Monitoring, Physiologic/instrumentation), (Pressure Ulcer/etiology/physiopathology/prevention & control), Reproducibility of Results",10,2,20.00,No,No
27840496,0253-0716,2016,Iranian journal of medical sciences,Iran J Med Sci,Iran,,,,Effectiveness of Aloe Vera Gel in Chronic Ulcers in Comparison with Conventional Treatments.,Iran,,-,"Therapeutics, Ulcer, Chronic Disease",,,-,3,1,33.33,No,No
27834360,1476-5500,2016,Cancer gene therapy,Cancer Gene Ther.,England,3.652,3.560,2.776,Glioblastoma: exosome and microRNA as novel diagnosis biomarkers.,Iran,31,-,-,Biotechnology & Applied Microbiology; Oncology; Genetics & Heredity; Research & Experimental Medicine,"Biotechnology & Applied Microbiology; Oncology; Genetics & Heredity; Medicine, Research & Experimental","(Glioblastoma/diagnosis/genetics/metabolism/therapy), Animals, (Exosomes/genetics/metabolism), Humans, Prognosis, (MicroRNAs/genetics), Gene Expression Regulation, Neoplastic, Biomarkers, Tumor",9,2,22.22,Yes,No
27833826,2168-8184,2016,Cureus,Cureus,United States,,,,Burnout Syndrome Among Medical Practitioners Across India: A Questionnaire-Based Survey.,,,-,"mental health, burnout syndrome, chronic stress, burnout, india, bcsq-12, ambi, medical practitioners, physician health",,,-,8,2,25.00,No,No
27832567,0310-057X,2016,Anaesthesia and intensive care,Anaesth Intensive Care,Australia,1.695,1.327,1.795,Comparison of bioreactance non-invasive cardiac output measurements with cardiac magnetic resonance imaging.,"(Germany, United States)",0,-,"cardiac output, impedance cardiography, bioreactance, cardiac magnetic resonance imaging, non-invasive",Anesthesiology; General & Internal Medicine,Anesthesiology; Critical Care Medicine,"Cardiac Output, Male, Adolescent, Middle Aged, Humans, (Magnetic Resonance Imaging/methods), Adult, Female, Aged",9,1,11.11,No,No
27832563,0310-057X,2016,Anaesthesia and intensive care,Anaesth Intensive Care,Australia,1.695,1.327,1.795,Comparison of kinemyography and electromyography during spontaneous recovery from non-depolarising neuromuscular blockade.,,1,-,"neuromuscular blockade, kinemyography, electromyography, neuromuscular function monitoring",Anesthesiology; General & Internal Medicine,Anesthesiology; Critical Care Medicine,"Electromyography, (Neuromuscular Junction/drug effects/physiology), Aged, Middle Aged, Humans, (Neuromuscular Nondepolarizing Agents/pharmacology), Female, Male",5,1,20.00,Yes,No
27829074,1715-5258,2016,Canadian family physician Medecin de famille canadien,Can Fam Physician,Canada,1.908,1.449,2.029,Fetal outcomes following emergency department point-of-care ultrasound for vaginal bleeding in early pregnancy.,,1,-,-,General & Internal Medicine,"Primary Health Care; Medicine, General & Internal","Canada, Point-of-Care Systems, Young Adult, (Pregnancy Outcome/epidemiology), Prospective Studies, Sensitivity and Specificity, (Abortion, Spontaneous/epidemiology), Humans, (Uterine Hemorrhage/diagnostic imaging), Adult, Female, Emergency Service, Hospital, Pregnancy, (Chorionic Gonadotropin/blood), Gestational Age, Ultrasonography",5,1,20.00,No,No
27812083,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Regression of hepatocellular carcinoma after treatment with Sofosbuvir - A case report.,,0,-,"Hepatocellular carcinoma, Spontaneous neoplasm regression, Hepatitis C, Sofosbuvir.",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental",-,3,3,100.00,Yes,Yes
27812082,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Assessment of inhalation technique among patients of chronic respiratory disorders in Civil Hospital Karachi: A cross sectional study.,Pakistan,0,-,"Inhalers, Inhalation technique, Asthma. ",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental",-,6,4,66.67,Yes,No
27746260,1873-507X,2017,Physiology & behavior,Physiol. Behav.,United States,2.341,2.139,2.835,Protective effect of low dose caffeine on psychological stress and cognitive function.,Turkey,3,-,"Chronic stress, Oxidative damage, Anxiety, Acute stress, Working memory",Psychology; Behavioral Sciences,"Psychology, Biological; Behavioral Sciences","(Hippocampus/drug effects/metabolism), (Reactive Oxygen Species/metabolism), Animals, (Exploratory Behavior/drug effects), (Restraint, Physical/adverse effects), Drug Administration Schedule, Rats, Sprague-Dawley, Time Factors, (Stress, Psychological/complications/etiology/prevention & control), Rats, Maze Learning, (Cognition Disorders/etiology/prevention & control), Cats, (Caffeine/therapeutic use), Disease Models, Animal, Dose-Response Relationship, Drug, (Central Nervous System Stimulants/therapeutic use), Male, (Swimming/psychology), (Nitric Oxide/metabolism)",9,4,44.44,No,No
27807339,1941-5923,2016,The American journal of case reports,Am J Case Rep,United States,,,,Extensively Drug-Resistant Tuberculosis: Report and Literature Review on Two Cases Requiring Prolonged Treatment.,Peru,0,-,-,General & Internal Medicine,"Medicine, General & Internal","Young Adult, (Extensively Drug-Resistant Tuberculosis/diagnosis/drug therapy/microbiology), Drug Administration Schedule, Time Factors, Humans, Tuberculin Test, (Mycobacterium tuberculosis/isolation & purification), Adult, Female, Dose-Response Relationship, Drug, Male, Follow-Up Studies, (Antitubercular Agents/administration & dosage)",6,5,83.33,No,No
27806819,1681-7168,2016,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Secondary Infertility due to Retained Fetal Bones Diagnosed via Saline Sonography.,Pakistan,1,-,-,General & Internal Medicine,"Medicine, General & Internal","(Bone and Bones/embryology), (Uterus/diagnostic imaging), Humans, (Dilatation and Curettage/adverse effects), (Infertility, Female/etiology/surgery), (Foreign Bodies/diagnostic imaging/etiology), Adult, Female, Pregnancy, (Pelvic Pain/etiology), Ultrasonography",4,1,25.00,No,No
27806816,1681-7168,2016,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Health Related Quality of Life in Patients with Single Lower Limb Amputation.,,0,-,-,General & Internal Medicine,"Medicine, General & Internal","(Activities of Daily Living/psychology), Male, Outcome Assessment (Health Care), Surveys and Questionnaires, (Amputation/psychology/rehabilitation), Middle Aged, (Lower Extremity/surgery), Artificial Limbs, Humans, Young Adult, Adult, Female, Health Surveys, (Quality of Life/psychology), Health Status, Aged, Cross-Sectional Studies",6,5,83.33,No,No
